Job Title,Company Name,Location,Salary,Job Classification,Job Sub Classification,Facility,Posted Date,Job Type,Job Description,More Detail,og_period_salary,Compensation,og_salary_currency,Job ID,Job Category,Scraped Date
hr officer,Pt Accentuates,Jakarta Selatan,5250000.0,Sumber Daya Manusia Perekrutan,Konsultasi Hr Umum,Gaji Pokok Jenjang Karir Kompensasi Omnibuslaw Bpjs Kesehatan Bpjs Ketenagakerjaan,1 hari yang lalu,Kontrak,Qualifications Required Usia Maksimal Tahunminimal Pendidikan S Psikologipengalaman Minimal Tahun Sebagai Hr Rekrutment Dan Generalistpaham Dan Mampu Menggunakan Alat Test Psikologipaham Dan Mampu Menggunakan Rumus Excel Seperti Vlookup Hlookup Dan Pivot Tablemempunyai Jiwa Kepemimpinan Komunikasi Dan Negosiasi Yang Baikmempunyai Tanggung Jawab Disiplin Dan Interpersonal Yang Baikbersedia Overtime Jika Di Perlukansudah Vaksin Min Dosis Benefit Gaji Pokokjenjang Karirkompensasi Omnibuslaw Bpjs Kesehatan Ketenagakerjaanthr Pt Accentuates Merupakan Satu Satunya Partner Dari Samsung Electronics Indonesia Yang Mensupport Mendukung Kebutuhan Tenaga Kerja Sales Promotor Area Coordinator Spv Mds Admin Bersama Sein Kami Adalah Perusahaan Terbaik Penyedia Tenaga Kerja Di Bidang Operasional Dan Selalu Berusaha Memenuhi Kebutuhan Sesuai Dengan Standar Dari Sein,https://www.jobstreet.co.id/id/job/74367473?type=standout&ref=search-standalone,month,not_written,IDR,74367473,HUMAN RESOURCES,2024-03-13
finance staff,Pt Harapan Fintech Indonesia,Jakarta Barat,not_written,Akuntansi,Akuntansi Pelaporan Finansial,Not Written,1 hari yang lalu,Full time,Qualifications Experiencecandidate Must Have At Least A Bachelor S Degree In Economics Accountingminimum Years Work Experience In Related Fieldrequired Language Skills English Active Mandarin Preferred Honest Active Has Good Organizational Skills Is Able To Determine Priorities Is Responsible And Is Able To Work Independently Or In A Teamgood Administrative Skillsexperience In A Fintech Company Will Be Considered Preferredtasks Responsibilitiessolid Understanding Of Accounting Principles Proficient In Recording Financial Transactions Accurately And Efficientlyfinancial Reporting Skill Ability To Assist In The Preparation Of Financial Reports Cash Management Expertise Experience In Managing Company Cash Flows Includingtax Compliance Knowledge Familiarity With Tax Regulations And Laws To Collaborate Effectively With The Tax Department In Preparing Company Tax Reportsregulatory Compliance Ensures All Financial Activities Comply With Relevant Rules And Regulations Including Ojk Regulations And Other Applicable Financial Standardsaudit Support Ability Capable Of Assisting With Accounting And Finance Related Tasks For Both Internal And External Auditsanalytical Skills Strong Analytical Skills To Interpret Financial Data And Identify Areas For Improvement Or Potential Risksattention To Detail Keen Attention To Detail To Ensure Accuracy In Financial Records And Reportsdemonstrates Integrity And Professionalism In Handling Financial Matters Maintaining Confidentiality And Adhering To Ethical Standards,https://www.jobstreet.co.id/id/job/74361499?type=standout&ref=search-standalone,not_written,not_written,not_written,74361499,FINANCE,2024-03-13
medical staff,Pt Pratama Nusantara Sakti,Sumatera Selatan,not_written,Kesehatan Medis,Keperawatan Medis Pembedahan Umum,Asuransi Kesehatan Double Cover Bpjs Kesehatan Dan Asuransi Kesehatan Sistem Kerja Roster Hari Kerja Hari Day Off Bonus Produksi Dan Bonus Kpi Setiap Tahun,19 jam yang lalu,Full time,Job Descriptionmembantu Dokter Dalam Memberikan Perawatan Medis Dan Mengevaluasi Kondisi Pasienbertanggung Jawab Mencatat Semua Informasi Medis Tentang Pasien Seperti Riwayat Kesehatan Hasil Tes Dan Resep Obat Melakukan Kegiatan Administrasi Sehubungan Dengan Pelayanan Medis Sesuai Dengan Prosedur Yang Berlaku Di Perusahaan Guna Memastikan Tidak Adanya Pelanggaran Sehubungan Dengan Proses Administrasi Di Perusahaanmelakukan Pengecekan Obat Obatan Sarana Dan Prasarana Medical Di Siterequirement Pendidikan D Keperawatanmemiliki Str Surat Tanda Registasi Perawat Dari Ppni Persatuan Perawat Nasional Indonesia Memiliki Sip Surat Izin Praktek Profesi Perawat Dari Dinas Kesehatan Setempat Memiliki Sertifikat Btcls Basic Trauma Cardiac Life Support Domisili Di Lampung Palembang Sumatera Selatanbersedia Ditempatkan Di Site Perkebunan Tebu Di Daerah Oki Sumsel,https://www.jobstreet.co.id/id/job/74392664?type=standout&ref=search-standalone,not_written,not_written,not_written,74392664,HEALTHCARE,2024-03-13
key account executive,Pt Generasi Anugrah Berkarya,Kabupaten Tangerang,not_written,Penjualan,Manajemen Akun Relasi,Gaji Bersaing Memiliki Jenjang Karir Yang Baik,2 jam yang lalu,Full time,Description Gab Is Looking For A Key Account Executive To Who Loves Travel Meeting New People And Open New Opportunities If You Think That You Fit Those Criteria Do Not Hesitate To Send Your Application Qualification Maximum Years Old Minimum Education Level Is Bachelor Degree S From Any Major Minimum Years Of Experience In Managing Account And B B Selling Have Experience In Product Canvasing Cold Call Survey And Handling Customer Ar Good Communication Skill Proficient With Ms Office Program Especially Excel Ms Word And Powerpoint Description Maintain And Drive Growth From Existing Accounts As Well As Creating New Accounts Regularly Setting Appointments And Presentation To Viable Prospects Discipline Sales Cadence Activity Plan Funneling Account Plan Etc Maintain Good Communication And Coordination With Related Divisions In The Organization Conduct Market Surveys Analyze Market Competitiveness And Support Discount Negotiation With Accounts Job Level Staf Non Management Non Supervisor Jenis Pekerjaan Full Time Minimum Exp Years Minimum Edc S,https://www.jobstreet.co.id/id/job/74407112?type=standout&ref=search-standalone,not_written,not_written,not_written,74407112,Other,2024-03-13
business intelligence officer,Pt Kokoh Inti Arebama Tbk Group Of Scg Indonesia,Jakarta Selatan,6250000.0,Teknologi Informasi Komunikasi,Pengembangan Administrasi Database,Bpjs Kesehatan Ketenagakerjaan Health Insurance,19 jam yang lalu,Full time,Job Description Collect And Translate Business Requirementcommunicate Business Requirements To It Supports Data Engineers And External Vendorsdesign Development And Implementation Of Reporting Solution Requirementhave Bachelor S Degree From Computer Science Operation Research Information Technology Mathematics Statistics Or Equivalent Minimum Years Experienced As Business Intelligence Analyst Experience With Erp Sap Crm I E Salesforce Knowledge Of Sql Database And Queries Have Experience With Power Bi Will Be Advantagehave Passion In Data Modelling Problem Visualization Through Data Predictive Analysis And Developing Optimization Algorithms Have Excellent Problem Solving Analytical Communication And Presentation Skills Have A Strong Motivation To Learn,https://www.jobstreet.co.id/id/job/74391668?type=standout&ref=search-standalone,month,not_written,IDR,74391668,BUSINESS INTELLIGENCE,2024-03-13
center of excellence executive po creation,Pt Map Aktif Adiperkasa,Jakarta Raya,not_written,Administrasi Dukungan Perkantoran,Asisten Pribadi Asisten Eksekutif Sekretarial,Not Written,19 jam yang lalu,Full time,Job Description Create Po Pre Booking In Sap Based On Invoice Given From Principal Brandcreate Mapsoto Input Article Data In Article Creation Templateinput Data In Po Logbook Requirements Bachelor Degree In Any Fieldsminimum Of Years Experience As Purchasing Procurement Admin Support In Retail Industryfamiliar With Sap And Advanced In Excelfluent In English Both Written And Oralexperienced As Merchandising Support Merchandising Administration Is A Plus,https://www.jobstreet.co.id/id/job/74392110?type=standout&ref=search-standalone,not_written,not_written,not_written,74392110,Other,2024-03-13
prepress staff,Pt Epac Flexibles Indonesia,Surabaya,not_written,Desain Arsitektur,Desain Graifs,Global Network Digital Flexible Packaging Supporting Local Communities Eco Friendly Initiatives,23 jam yang lalu,Full time,Deskripsi Pekerjaan Mempersiapkan Technical Drawingmempersiapkan Layout Siap Cetakmempersiapkan Proof Printmerevisi File Sesuai Keinginan Customer Kualifikasi Fresh Graduate Welcomependidikan Minimal D Atau S Desain Komunikasi Visualmahir Menggunakan Software Design Adobe Illustrator Adobe Photoshop Corel Draw Terbiasa Mengoperasikan Imac Windowsdiutamakan Yang Berpengalaman Minimal Tahun Sebagai Desain Grafis Prepresskreatif Antusias Dan Mampu Bekerja Di Bawah Tekananpenempatan Pergudangan Bandara Mas Tangerang Lebih Diutamakan Berdomisili Di Tangerang Lokasi Surabaya Jl Wonokitri Indah S Rt Gunung Sari Dukuh Pakis Surabaya,https://www.jobstreet.co.id/id/job/74383585?type=standout&ref=search-standalone,not_written,not_written,not_written,74383585,Other,2024-03-13
secretary for bod,Pt Collega Inti Pratama,Jakarta Selatan,not_written,Administrasi Dukungan Perkantoran,Asisten Pribadi Asisten Eksekutif Sekretarial,Not Written,1 jam yang lalu,Kontrak,Responsibility Manage The Administrative Cycle Of Correspondence Addressed To The Company Including Those Addressed To The Board Of Directors Board Of Commissioners And Division Heads Including But Not Limited To Listing Distribution And Archiving Or Documentation Activities Using The System Used In The Company Prepare Including Drafting If Necessary Review Revise And Finalize Official Outgoing Letters According To The Direction Of The Board Of Directors And Or Board Of Commissioners And Ensure The Intended Party Receives The Letter Manage The Schedule And Agenda For The Activities Of The Board Of Directors Or Board Of Commissioners In The Company S Internal And External Agendas Following The Direction Of The Directors Or Commissioners Concerned Providing Administrative Support And Other Needs To The Board Of Directors And Board Of Commissioners In The Context Of Official Duties Such As But Not Limited To Official Travel Activities Preparation Of Materials And Documents Required For A Meeting And So On Prepare The Implementation Of Board Of Directors Meetings And Coordinate With Related Work Units In The Parent Company In Holding Joint Meetings Of Directors And Board Of Commissioners Board Of Commissioners Meetings And General Meeting Of Shareholders Rups As Well As Internal Company Meetings Chaired By The Board Of Directors Make Minutes Of Meeting Minutes Of Meeting At Each Board Of Directors Meeting And Document Them Properly Carrying Out General Secretarial Duties To Assist Or Facilitate Administrative Tasks And Communication Between The Board Of Directors And The Board Of Commissioners Prepare And Provide Other Matters Required By The Directors And Commissioners In Official Related Activities,https://www.jobstreet.co.id/id/job/74410247?type=standout&ref=search-standalone,not_written,not_written,not_written,74410247,Other,2024-03-13
engineering section head,Pt Astra Otoparts Tbk,Jakarta Raya,not_written,Teknik,Teknik Mesin,Engineering Section Head Fresh Graduate,20 jam yang lalu,Full time,Lulusan S Teknik Elektro Industri Mesin Dengan Ipk Min Pengalaman Min Tahun Freshgraduate Are Welcome To Apply Memiliki Keterampilan Komunikasi Dan Kepemimpinan Yang Baik Bersedia Bekerja Di Area Pabrik,https://www.jobstreet.co.id/id/job/74389935?type=standout&ref=search-standalone,not_written,not_written,not_written,74389935,ENGINEERING,2024-03-13
structure engineer penempatan ambon,Pt Sentral Multikon Indi,Maluku,8000000.0,Teknik,Teknik Sipil Struktural,Fasilitas Kerja Yang Memadai Budaya Kerja Yang Bersih Dan Berintegritas Suasana Kerja Yang Nyaman,2 jam yang lalu,Kontrak,Deskripsi Pekerjaanmelakukan Perancangan Yang Cermat Terhadap Struktur Bangunanmemastikan Sebuah Konstruksi Yang Akan Dibuat Benar Benar Aman Untuk Dapat Menahan Beban Dan Tekanan Untuk Kemudian Bisa Dilanjutkan Ke Tahapan Konstruksimenganalisa Permasalahan Yang Disebabkan Oleh Faktor Lingkungan Dan Manusia Serta Menyediakan Solusinyamengawasi Dan Mengkoordinasi Penyelesaian Proyek Konstruksimembuat Estimasi Pembiayaan Pembangunanmembuat Laporan Pelaksanaan Proyek Secara Berkala Kualifikasi Usia Max Tahunpendidikan Min S Teknik Sipilpengalaman Min Tahun Di Proyek Jalan Jembatan Bangunanmenguasai Software Sap Etabs Plaxis Group Pile Allpile Lpile Limcon Autocad Safedapat Bekerja Dibawah Tekanan Deadline Bekerja Cepat Komunikatif Jujur Dan Loyaldapat Bergabung Secepatnyasehat Jasmani Dan Rohanisiap Ditempatkan Diseluruh Wilayah Indonesia,https://www.jobstreet.co.id/id/job/74408225?type=standout&ref=search-standalone,month,not_written,IDR,74408225,ENGINEERING,2024-03-13
site leader technician,Pt Cipta Raya Data Makmur,Bekasi,6700000.0,Teknologi Informasi Komunikasi,Teknik Jaringan,Gaji Nett Bpjs Kesehatan Ketenagakerjaan Asuransi Swasta,21 jam yang lalu,Kontrak,Usia Maksimal Tahun Pendidikan Minimal D Teknik Komputer Dan Jaringan D Telekomunikasi Informatika Ti Atau Ilmu Komputer Memiliki Pengetahuan Mengenai Jaringan Ti Dan Fasilitas Memahami Dasar Electrical Telekomunikasi Berpengalaman Sebagai Leader Minimal Tahun Di Bidang Terkait Dapat Berkomunikasi Dengan Baik Dapat Bekerja Sama Dengan Baik Bersama Tim Bertanggung Jawab Terhadap Sla Di Site Mmebuat Jadwal Shift Untuk Tim Teknisi Dan Berkordinasi Dengan Tim Memiliki Leadership Yang Baik,https://www.jobstreet.co.id/id/job/74388471?type=standout&ref=search-standalone,month,not_written,IDR,74388471,IT,2024-03-13
warehouse supervisor,Pt Ohtori Indonesia,Cilegon,not_written,Manufaktur Transportasi Logistik,Pergudangan Penyimpanan Distribusi,Karir Training Health Insurance,1 jam yang lalu,Full time,Tugas Dan Tanggung Jawab Warehouse Supervisor Mengontrol Seluruh Aktifitas Gudang Baik Bongkar Muat Maupun Muat Barang Memonitor Dan Memastikan Bahwa Semua Karyawan Di Gudang Bekerja Sesuai Dengan Standart Dan Arahan Yang Telah Ditentukan Memonitor Dan Mengkoordinasikan Laporan Pemasukan Material Dan Pengeluaran Material Memonitor Dan Membuat Schedule Kerja Harian Team Warehouse Membuat Penjadwalan Shift Untuk Semua Karyawan Warehouse Mengecek Beban Pekerjaan Team Warehouse Dan Membuat Inisiatif Lembur Jika Diperlukan Untuk Memastikan Pengiriman So Tepat Waktu Mengecek Dan Memastikan Aktifitas Administrasi Oleh Admin Gudang Dilakukan Dengan Baik Dan Tertib Agar Stock Akurat Dan Benar Melaporkan Kepada Atas Yaitu Warehouse Manager Ppic Logistik Manager Vp Scm Jika Ada Permasalahan Dan Secara Berkala Melaporkan Aktifitas Receiving Dan Pengiriman Barang Output Baik Picking Packing Loading Dan Delivery,https://www.jobstreet.co.id/id/job/74409729?type=standout&ref=search-standalone,not_written,not_written,not_written,74409729,OPERATIONS,2024-03-13
general affairs staff,Oppo Indonesia,Tangerang,5000000.0,Manufaktur Transportasi Logistik,Pembelian Pengadaan Inventaris,Young And Collaborative Work Environment Development Opportunities Global Exposure,1 hari yang lalu,Kontrak,About Usoppo Is A Globally Registered Technology Brand With A Long History Of Serving Customers In North America Europe And Asia Delivering Products That Receive High Ratings From Experts Around The World Since Entering The Mobile Market In We Have Been Restless In Our Pursuit Of The Latest Technology The Highest Quality And The Most User Friendly Products The Selfie Expert And Leader Oppo Is Ranked As The Number Top Smartphone Brand Globally And Is Providing Excellent Selfie Experiences To More And More Young People Around The World For The Last Years Oppo Has Been Focusing On Selfie Technology Breakthroughs Oppo Innovated Selfie Beautification And Drove The Photography Trend In The Smartphone Industry Recently Oppo Introduced Ultra Clear Image Automatic Ultra Dark Mode And Ultra Steady Video For The Perfect Mobile Photography Pt Bright Mobile Telecommunication Is The Manufacturing Company Of Oppo Indonesia That Located At Kawasan Industri Bayur Tangerang Qualification Employee Status Will Be Under Outsourcing Company Rd Party Willing To Be Place At Bayur Kota Tangerangminimum Bachelor S Degree From Any Related Discipline Minimum Have Years Working Experience In Related Fieldhave Experience In Cleaning Service Canteen Management Will Be A Plusproactive Good Interpersonal Communication Skillcan Operate Microsoft Officebachelor S Degree In Any Major Can Speak English Mandarin Will Be A Plus Job Description Manage And Ensure General Affair Activity Are Executed Properlybehavior Good Communication Skillable To Work Individually And Teamworkresist With Pressure And Factory Environment,https://www.jobstreet.co.id/id/job/74380028?type=standout&ref=search-standalone,month,not_written,IDR,74380028,IT,2024-03-13
