Job Title,Company Name,Location,Salary,Job Classification,Job Sub Classification,Facility,Posted Date,Job Type,Job Description,More Detail,Job ID
Web Programer,Wahana Global Imedia,Surabaya,,Teknologi Informasi & Komunikasi,Developer/Programmer,"Mengembangkan pengalaman di beragam proyek website,php,mysql,dsb, Gaji sesuai kompetensi, THR, dan bonus tahunan",2024-04-25,Full time,"Perusahaan kami adalah website portal informasi yg sedang berkembang dengan puluhan ribu pengunjung setiap harinya. Kami menyajikan ribuan ragam informasi seputar berita, analisa, data ekonomi, saham, forex, pasar, komoditas, strategi trading, dan lain sebagainya.Visi kami adalah untuk go internasial dalam bidang portal informasi digital dengan jutaan trafik pengunjung dari seluruh dunia. Untuk itu, saat ini kami mencari Web Programmer untuk bergabung dengan tim kreatif kami untuk menyempurnakan website yang ada.Dengan bergabung di tim kami Anda berkesempatan untuk menekuni dunia media digital dan teknologi yang sangat kompetitif dan berkembang pesat saat ini.Tugas Dan Pekerjaan:Mengcoding, create, edit, debug, dan implementasi coding.Menyempurnakan setiap detil desain dari suatu website/app/tools/dsb.Menambah website dengan fitur2 terbaru.Melakukan riset user experience terhadap pemirsa website.Mempercepat kinerja scripting/server sehingga aplikasi web menjadi lebih cepat.Membangan website/aplikasi media baru dengan teknologi terkini dan terbaru.Memperbaiki dan memelihara semua website/apps/tools yang dimiliki perusahaan.Bekerja sendiri ataupun memimpin tim dengan tegas dan cepat agar tim bergerak cepat.Kualifikasi:Mahir HTML 4/5, CSS, Javascript/Jquery, PHP, MySql, Jquery.Memiliki logika algoritma praktis yang mudah diterapkan.Mampu mengcoding dengan cepat sesuai target/standar.Mampu melihat kekurangan-kekurangan dalam website/app/dsb, dan memperbaiki.Memiliki sense of design website/app.Hasil coding rapi, mudah dipahami, dan mudah dimaintain.Mampu memahami, mengedit, atau merombak script yang sudah ada.Mampu bekerja dan mencari solusi walau dengan bimbingan yang minimal.Mampu memahami referensi-referensi artikel dalam bahasa Inggris/luar negri.Minimim pengalaman 2 tahun di bidang web programing.Pendidikan minimum STM/D3 jurusan programing.Diutamakan:Programmer yg mampu bekerja sendiri memperbaiki kelemahan-kelemahan suatu website/app.Mampu menemukan sendiri kekurangan/kelemahan. Lalu memperbaikinya dengan waktu coding yg cepat.Kualifikasi Personalia:Rajin, aktif, dan mampu berkomunikasi dengan baik.Ulet serta terbiasa dengan target berat dan ketat.Disiplin, dedikasi, dan integritas yang tinggi.Keuntungan yang didapatkan:Bekerja dalam tim yg hebat, solid, dan dinamis.Kesempatan belajar dengan senior yg lebih berpengalaman.Membangun beragam proyek IT/Media yang menantang.Gaji sesuai dengan kompetensi.Evaluasi gaji dua arah (meminta evaluasi gaji jika berprestasi)Jam kerja mengikuti normal office hour 8 jam sehari.5 Hari kerja (senin-jumat). Sabtu libur.Fasilitas olahraga, kegiatan di luar kantor.Tunjangan THR, dan lain-lain.Jadwal dan alokasi liburan bersama tahunan.Bonus akhir tahun.Kesempatan penugasan ke luar negeri.",https://www.jobstreet.co.id/id/job/75405306?type=standout&ref=search-standalone,75405306
Web Developer,,Jakarta Raya,,Teknologi Informasi & Komunikasi,Developer/Programmer,"Flexible time, Jakarta Pusat",2024-04-25,Full time,"Deskripsi PekerjaanBekerja dalam team untuk menyelesaikan proses pengembangan sistem aplikasi dari awal perencanaan sampai selesai dideploy dan digunakan oleh userMelakukan unit testingMembuat aplikasi dengan Javascript, HTML 5 dan CSSMembuat aplikasi dengan salah satu atau lebih: Python, Java, PHP, Nodels, TypeScript, ASP.NETMempunyai keahlian salah satu atau lebih: Laravel, AngularJS, ReactJS, Vuels, JQueryMengetahui dalam membuat dan cosume WEB APIBisa beradaptasi dengan teknologi baru yang dibutuhkan dalam penyelesaian proyek.Ikut dalam proses penyusunan user manualIkut terlibat dalam proses training pengunaan system aplikasi kepada pengguna Persyaratan:Lulusan Diploma / SarjanaMemiliki pengalaman di IT Software Development (Fresh graduates are welcome to apply)Kemampuan dalam PHP, CI, Java script, Json, SQL server, My SQL, Linux, Ubuntu",https://www.jobstreet.co.id/id/job/75404117?type=standout&ref=search-standalone,75404117
Sr. Frontend Engineer,PT Justika Siar Publika,Jakarta Selatan,,Teknologi Informasi & Komunikasi,Developer/Programmer,"Communication Allowance, Hybrid Working System, Private Insurance",2024-04-28,Full time,"Responsibilities :Design, develop, and maintain software applications.Work with other engineers to build and deploy applications.Work with product managers to understand and implement product requirements.Work with QA engineers to test and debug applications.Stay up-to-date on the latest technologies and trends in web development.Requirements :Bachelor's degree in Computer Science, Engineering or related fields.More than 2 years front-end working experience in big media company.Proficient in JavaScript, HTML5, CSS3, network and other front-end and computer-related technologies like AMP, CDN etc.Familiar with at least one mainstream framework or library such as React, Vue, etc., with experiences in architecture design and development of complex application scenarios.Have the consciousness of technology optimization, have rich experience and proven successes in improving of development quality, efficiency, user experience.Familiar with server side technologies and languages such as Node.js, Python, Go, etc., and experiences in medium or large system development is preferred.Passion for technology, strong learning, communication, collaboration and problem solving skills.",https://www.jobstreet.co.id/id/job/75234457?type=standout&ref=search-standalone,75234457
Web Developer,PT Graha Mitra Teguh,Jakarta Barat,Rp7.000.000 – Rp8.000.000 per month,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-26,Kontrak,"Qualifications & experienceFresh Graduate / Berpengalaman minimal 1 Tahun di bidang yang samaMenguasai PHP MVC/OOP & Framework (Laravel/CodeigniterMemahami Database MySQL/MariaDBMemahami HTML, CSS dan JavaScriptMemahami RESTful API, JSON, XML, dllMemahami Ubuntu/Terminal (Nilai Tambah)Familiar dengan jQuery, Ajax, dan BootstrapFamiliar dengan GitDapat Berkomunikasi Dengan BaikTasks & responsibilitiesMemelihara & Mengembangkan Aplikasi Web (front-end dan back-end)Integrasi API dan DatabaseMembangun RESTful APIBenefitsBPJS Kesehatan dan KetenagakerjaanTHR",https://www.jobstreet.co.id/id/job/75405904?type=standout&ref=search-standalone,75405904
Frontend Developer,PT. JAGAD AMAN PRIMA,Jakarta Utara,"IDR 5,000,000 - 7,000,000",Teknologi Informasi & Komunikasi,Developer/Programmer,"Tunjangan BPJSTK, THR Bonus, Annual Performance Based Bonus",2024-04-28,Kontrak,"Frontend Developer with requirement as below:Minimum of 2 year experienceFamiliar with React-JSFamiliar with React NativeStrong experience with CSS, Paper, Material UI design and styleJavascript is a must (additional Typescript knowledge is a bonus)Knowledge in Next JS is preferable",https://www.jobstreet.co.id/id/job/75185865?type=standout&ref=search-standalone,75185865
Senior Frontend Developer,PT Suitmedia Kreasi Indonesia,Jakarta Selatan,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-23,Full time,"RoleYou will develop high-quality modern websites. ResponsibilitiesCreate UI prototype using HTML, CSS, JavaScript that is compatible with all web browsersWrite high-quality code: semantic, clean, conforming to W3C standardsBuild high-performance frontend web applicationIntegrate API using JavaScript frameworkWrite technical documentation RequirementsMust have experience in any client-side MVC framework such as VueJs, ReactJs, or AngularJs.Must have a solid proficiency in client-side web technologies such as HTML, CSS, and Javascript.Must have a solid proficiency in responsive web design and knowledge of mobile browser quirks.Must have a solid proficiency in any CSS preprocessors such as SASS or Less.Must have a solid proficiency in using Git in everyday workflow.Should have a knowledge of any CSS architectures such as SMACSS or OOCSS.Should have a knowledge of any Javascript design patterns such as module pattern or factory.Could have a good understanding in web usability and user experience (UX) design.",https://www.jobstreet.co.id/id/job/75344395?type=standard&ref=search-standalone,75344395
Web Application - Support,PT Karya Antara Negara,Denpasar,,Teknologi Informasi & Komunikasi,Developer/Programmer,"Web Application - Support, WordPress website, MS IIS, API tools",2024-04-25,Full time,"Requirements:Degree in Computer science, or Tech. Information.Minimum 3 year working experience as Web Application/Web Support or in a similar role.Able to learn quickly for new applications/systems, will be responsible for day to day updates and patching of existing web sites.Develop new sites integrating supplier booking tools.Creation and migration of various booking portals and QR references.Ability / understanding of WordPress website builder tools.Knowledgeable in MS IIS.Good understanding of web API tools in order to test/maintain.Attention to detail, strong documentation skills.Good analytical, testing and problem-solving skills.Dynamic, active and target oriented.Excellent communication and interpersonal skills, proficiency in English both spoken and written is essential to communicate with global team.",https://www.jobstreet.co.id/id/job/75400651?type=standout&ref=search-standalone,75400651
Programmer web / gis,DAMACO,Bandung,Rp5.000.000 – Rp7.000.000 per month,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-25,Kontrak,"Diterjemahkan dari bahasa Inggris ke bahasa Indonesia - www.onlinedoctranslator.com PT DUNIA MAYA COMMUNICABANDUNGPengembang/Pemrogram (Teknologi Informasi & Komunikasi)KontrakDAMACO membuka lowongan untuk Web Programmer. Persyaratan :Gelar Sarjana Ilmu Komputer, Sistem Informatika, Teknologi Informasi atau setara.Pengalaman kerja minimal 4 tahun di bidang pemrogramanMemiliki logika yang baik dalam pemrograman dan keterampilan analisis.Keahlian Pemrograman Web : HTML, CSS, PHP, Javascript, CI/LaravelKeahlian Pemrograman Seluler : Android (Kotlin/Java) atau iOS (objective-c/Swift) Keahlian Database dan Pelaporan : MYSQL, SQL Server, POSTGREEKemampuan untuk bekerja dibawah tekanan.Sikap yang baik, inisiatif, dan rajin serta bisa bekerja sama dengan team.Pengalaman di bidang aplikasi GIS menggunakan GeoserverPengalaman di 3D mapping lebih disukai.Pengetahuan tentang server aplikasi (IIS, SSL, Apache, Tomcat, dll)Domisili Bandung lebih disukai Deskripsi pekerjaan :Terlibat dalam keseluruhan pengembangan mulai dari pengkodean, pengujian, penyelesaian masalah sistem, dan implementasi.Mendokumentasikan dan memberikan laporan berkala berdasarkan kebutuhan organisasi terkait.",https://www.jobstreet.co.id/id/job/75153649?type=standard&ref=search-standalone,75153649
Fullstack Developer,PT Himalaya Everest Jaya,DI Yogyakarta,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-27,Full time,"Job Description:Design, develop and maintain web applications (Back end & Front end)Coordinate with stakeholders from Product, Design, and other teams to translate business requirements into software designs and implementationDevelop maintainable and reusable systemsAdopt and evolve best engineering practicesTaking ownership and responsibility of components and modules Job Requirements:Bachelor's Degree in Computer Science or Information Technology or related fields with strong Computer Science fundamentals in algorithms and data structuresExperiences as Full Stack Engineer for at least 1-2 yearsStrong understanding of system performance and scalingSharp analytical and problem solving abilitiesGood understanding of modern web frameworksA good coder in any language, but willing to work on our technology stack such as Laravel, VueJS, NodeJS, Flutter, Python, GCP, Docker, Opencart, Git A point plus if you have:Excellent understanding of Laravel & Javascript frameworksKnowledge in physical or cloud architecture at scale, building resilient, and highly available solutionsKnowledge in one or more of the following: NoSQL technologies (ElasticSearch, Redis), Queueing system experience (Kafka, RabbitMQ)Knowledge and hands on experience in CI/CD solutionsStrong experience in all aspects of client-side performance optimizationExperience in multiple front-end platforms including iOS, Android, Web, and API servicesHave worked on an app or internet company that is at scale with large numbers of users and transactions per secondHave experience in a data driven company with experience analyzing and working with Big Data",https://www.jobstreet.co.id/id/job/75435386?type=standout&ref=search-standalone,75435386
Web Administrator,WEBARQ (PT Web Architect Technology),Jakarta Barat,,Teknologi Informasi & Komunikasi,Uji Coba & Penjaminan Mutu,"Fun Work Environment, Flexible Working Hours, Excellent Teamwork",2024-04-25,Full time,"Job Description :Website MaintenanceUpdate Website ControlQuality Control for WebsiteWriting Manual BooksRequirement :Familiar with website and web technologies (cms, html/php)Required languages: Bahasa Indonesia & EnglishAbility to communicate clearly both verbally and in writingAt least 2 years of working experience in the related field is required for this position",https://www.jobstreet.co.id/id/job/75405063?type=standout&ref=search-standalone,75405063
Web Programmer,Suhartono Tjokro Grup,Surabaya,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-23,Full time,"Kualifikasi :Pendidikan minimal SMK dengan pengalaman minimal 5 tahunPendidikan S1 Sistem / Teknik Informatika dengan pengalaman minimal 2 tahunBerpengalaman dengan Web Project berbasis PHPMenguasai PHP, Javascript, HTML5, CSS, SQL, JqueryBersedia melakukan perjalanan dinasDeskripsi Pekerjaan :Melakukan pemprogrman, sesuai arahan dari Analis / Business process dengan memperhatikan kebutuhan userExperience user dalam penggunaan aplikasi Web project berbasis PHPMelakukan pengujian secara mandiri untuk setiap program yang dibuat",https://www.jobstreet.co.id/id/job/75344513?type=standout&ref=search-standalone,75344513
